ID,名称,★,レアリティ,状態,ダンジョン,入手区分,部位,武器種,ATK,MAG_ATK,DEF,MDEF,基礎能力補正,特殊効果,シリーズ,推奨JOB,説明
phantomGauntlet,幻影拳甲,,epic,旧装備,dungeon3,,arms,,8,0,5,0,,"{""criticalRateBonus"":0.02}",,,幻影核の力が宿る拳甲。攻撃力と俊敏を高める。
abyssalArmor,深淵の鎧,,epic,旧装備,dungeon3,,body,,0,0,23,10,,"{""physicalDamageReductionPercent"":0.03}",,,深淵鉄鉱を用いた最高位の鎧。強靭な防御力を誇る。
voidHelm,虚空の兜,,epic,旧装備,dungeon3,,head,,0,0,9,8,,,,,崩界の深廊の素材で鍛えた兜。精神と防御を高める。
fortressCharm,核石のお守り,3,rare,旧装備,dungeon3,,accessory,,0,0,5,5,,"{""physicalDamageReductionPercent"":0.02}",,warrior|guardian,小さな城塞核石を金具へ収めた防護のお守り。
forge_d3_accessory,混沌核カオス,3,rare,現行,dungeon3,workshop,accessory,,0,0,0,0,"{""luk"":5}",,,,D3工房規格。運に寄せた装備。
voidweaveCharm,聖堂歯車の護符,3,rare,旧装備,dungeon3,,accessory,,0,5,0,5,,"{""magicDamagePercent"":0.03,""healingPowerPercent"":0.05}",,mage|priest|magicKnight,虚無錬成師の歯車を虚紡糸で留めた術式護符。
forge_d3e_accessory,輪廻環ウロボロス,3,rare,現行,dungeon3,workshop,accessory,,0,0,0,0,"{""luk"":6}",,,,D3工房規格。運に寄せた装備。
riftCharm,裂爪のお守り,3,rare,旧装備,dungeon3,,accessory,,4,0,0,0,,"{""criticalRateBonus"":0.02}",,martialArtist|dualBlade,小さな裂界爪と幻影核を結んだ攻撃用のお守り。
voidweaveGloves,虚紡の手袋,3,rare,旧装備,dungeon3,,arms,,0,7,0,6,,"{""healingPowerPercent"":0.04}",,mage|priest|magicKnight,聖堂歯車の細片を指先へ縫い込んだ手袋。
forge_d3_arms,幻壊手ヴォイド,3,rare,現行,dungeon3,workshop,arms,,0,0,7,0,"{""str"":7,""dex"":6}",,,,D3工房規格。力と器用さに寄せた装備。
fortressGloves,城塞の手甲,3,rare,旧装備,dungeon3,,arms,,5,0,7,0,,,,warrior|guardian,重い武器と盾を支えるための核石入り手甲。
forge_d3e_arms,滅界手ラグナ,3,rare,現行,dungeon3,workshop,arms,,0,0,9,0,"{""str"":9,""dex"":7}",,,,D3工房規格。力と器用さに寄せた装備。
riftGuards,裂界の手甲,3,rare,旧装備,dungeon3,,arms,,7,0,4,0,,"{""criticalRateBonus"":0.02}",,martialArtist|dualBlade,鎖葬の刈手の爪を手の甲へ沿わせた防具。
voidweaveRobe,虚紡のローブ,3,rare,旧装備,dungeon3,,body,,0,10,6,16,,,,mage|priest|magicKnight,虚紡糸を重ね、魔力を通しやすくしたローブ。
forge_d3e_body,終焉衣アポカリプス,3,rare,現行,dungeon3,workshop,body,,0,0,37,0,"{""maxHp"":15}",,,,D3工房規格。物理防御に寄せた装備。
fortressCoat,城塞の外套,3,rare,旧装備,dungeon3,,body,,0,0,22,10,,"{""physicalDamageReductionPercent"":0.03}",,warrior|guardian,城塞核石の小片を深淵鉄の布へ縫い込んだ外套。
forge_d3_body,深淵装アビサル,3,rare,現行,dungeon3,workshop,body,,0,0,31,0,"{""maxHp"":13}",,,,D3工房規格。物理防御に寄せた装備。
riftVest,裂界の胴着,3,rare,旧装備,dungeon3,,body,,10,0,11,4,,,,martialArtist|dualBlade,裂界爪の繊維と虚空片を編んだ軽い胴着。
voidweaveBoots,虚紡の靴,3,rare,旧装備,dungeon3,,feet,,0,0,5,8,,,,mage|priest|magicKnight,虚紡糸の魔力回路で術者の足元を守る靴。
fortressBoots,城塞の脚甲,3,rare,旧装備,dungeon3,,feet,,0,0,12,4,,,,warrior|guardian,侵城ゴーレムの外殻を再利用した脚甲。
forge_d3e_feet,星葬靴エンドロール,3,rare,現行,dungeon3,workshop,feet,,0,0,9,9,"{""agi"":10}",,,,D3工房規格。素早さに寄せた装備。
forge_d3_feet,断空靴ゼロ,3,rare,現行,dungeon3,workshop,feet,,0,0,7,7,"{""agi"":8}",,,,D3工房規格。素早さに寄せた装備。
riftBoots,裂界の脚甲,3,rare,旧装備,dungeon3,,feet,,3,0,7,4,,"{""criticalRateBonus"":0.01}",,martialArtist|dualBlade,虚空片を薄く重ね、踏み込みを妨げない脚甲。
forge_d3_head,虚星冠アストラ,3,rare,現行,dungeon3,workshop,head,,0,0,0,24,"{""maxMp"":20}",,,,D3工房規格。魔法防御とMPに寄せた装備。
voidweaveHood,虚紡の帽子,3,rare,旧装備,dungeon3,,head,,0,8,0,8,,,,mage|priest|magicKnight,白晶の監視機が残す虚紡糸で編んだ帽子。
fortressHelm,城塞の兜,3,rare,旧装備,dungeon3,,head,,0,0,10,5,,,,warrior|guardian,侵城ゴーレムの核石を額へ重ねた兜。
forge_d3e_head,崩天冠カタストロフ,3,rare,現行,dungeon3,workshop,head,,0,0,0,29,"{""maxMp"":24}",,,,D3工房規格。魔法防御とMPに寄せた装備。
riftBand,裂界の鉢巻,3,rare,旧装備,dungeon3,,head,,5,0,5,0,,"{""criticalRateBonus"":0.01}",,martialArtist|dualBlade,裂界爪の粉を染み込ませた丈夫な鉢巻。
forge_d3_leftHand,虚界障壁イージス,3,rare,現行,dungeon3,workshop,leftHand,,0,0,31,7,,,,,D3工房規格。物理防御に寄せた装備。
forge_d3e_leftHand,終界盾ラストウォール,3,rare,現行,dungeon3,workshop,leftHand,,0,0,37,9,,,,,D3工房規格。物理防御に寄せた装備。
forge_d3_sword,虚界剣アビスレイ,3,rare,現行,dungeon3,workshop,rightHand,sword,36,0,0,0,,,,,D3工房規格。基本能力を変えず、武器攻撃力だけを高める。
voidBlade,虚空の剣,3,rare,旧装備,dungeon3,,rightHand,sword,28,0,0,0,,"{""criticalRateBonus"":0.04}",,,裂界の虚無を刃へ定着させたD3工房剣。
forge_d3_martial,虚獣拳ネメシス,3,rare,現行,dungeon3,workshop,rightHand,martial,36,0,0,0,,,,,D3工房規格。基本能力を変えず、武器攻撃力だけを高める。
forge_d3_instrument,虚奏器ヴォイドハープ,3,rare,現行,dungeon3,workshop,rightHand,instrument,0,39,0,0,,,,,D3工房規格。基本能力を変えず、術式出力だけを高める。
forge_d3_staff,虚天杖オブリビオン,3,rare,現行,dungeon3,workshop,rightHand,staff,0,39,0,0,,,,,D3工房規格。基本能力を変えず、術式出力だけを高める。
d3MageStaff,虚紡の杖,3,rare,旧装備,dungeon3,,rightHand,staff,0,34,0,0,,"{""magicDamagePercent"":0.05}",,mage,白晶の監視機から採れた虚紡糸を芯へ巻いた魔導杖。
chaosRod,混沌の杖,3,rare,旧装備,dungeon3,,rightHand,staff,0,30,0,0,,"{""magicDamagePercent"":0.03}",,,混沌の粉塵を魔力へ変換するD3工房杖。
forge_d3e_staff,終界杖アポカリプス,3,rare,現行,dungeon3,workshop,rightHand,staff,0,44,0,0,,,,,D3工房規格。基本能力を変えず、術式出力だけを高める。
forge_d3e_instrument,終焉楽章アルマゲドン,3,rare,現行,dungeon3,workshop,rightHand,instrument,0,44,0,0,,,,,D3工房規格。基本能力を変えず、術式出力だけを高める。
d3WarriorBlade,城塞鉄の剣,3,rare,旧装備,dungeon3,,rightHand,sword,32,0,0,0,,"{""physicalDamagePercent"":0.06}",,warrior,侵城ゴーレムの城塞核石を深淵鉄で挟んだ、重く堅実な剣。
d3PriestStaff,聖堂歯車の杖,3,rare,旧装備,dungeon3,,rightHand,staff,0,25,0,14,,"{""healingPowerPercent"":0.15}",,priest,虚無錬成師の聖堂歯車を組み込み、祈りを安定させる杖。
forge_d3e_sword,断界剣エクリプス,3,rare,現行,dungeon3,workshop,rightHand,sword,41,0,0,0,,,,,D3工房規格。基本能力を変えず、武器攻撃力だけを高める。
forge_d3e_martial,崩星拳ラグナロク,3,rare,現行,dungeon3,workshop,rightHand,martial,41,0,0,0,,,,,D3工房規格。基本能力を変えず、武器攻撃力だけを高める。
d3TwinRight,裂界の双刃・右,3,rare,旧装備,dungeon3,,rightHand,martial,22,0,0,0,,"{""criticalRateBonus"":0.02}",,dualBlade,裂界爪を細身の刃へ鍛えた右手用の双刃。
d3TwinLeft,裂界の双刃・左,3,rare,旧装備,dungeon3,,rightHand,martial,18,0,0,0,,"{""criticalRateBonus"":0.01}",,dualBlade,右手用と重さを合わせた、左手専用の双刃。
d3MartialClaw,裂界の爪,3,rare,旧装備,dungeon3,,rightHand,martial,24,0,0,0,,"{""criticalRateBonus"":0.02}",,martialArtist,鎖葬の刈手が落とす裂界爪を研いだ、軽量の戦爪。
monster_relic_fortressGolem,怪異核《侵城ゴーレム》,4,epic,現行,dungeon3,dropOnly,accessory,,0,0,0,0,"{""luk"":8,""mnd"":6}",,,,侵城ゴーレムの怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_abyssalKnight,怪異核《深淵の騎士》,4,epic,現行,dungeon3,dropOnly,accessory,,0,0,0,0,"{""luk"":8,""mnd"":6}",,,,深淵の騎士の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
archive_reward_d3,崩界踏破の星環,4,epic,現行,dungeon3,collection,accessory,,0,0,0,24,"{""mag"":8,""mnd"":8,""luk"":5}",,,,DUNGEON 3の怪異遺装をすべて盗み取った証。
monster_relic_arcaneChanter,魔骸手《秘儀の詠唱兵》,4,epic,現行,dungeon3,dropOnly,arms,,21,0,9,0,"{""str"":8,""dex"":8}",,,,秘儀の詠唱兵の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_gildedHoarder,怪装《黄金喰らい》,4,epic,現行,dungeon3,dropOnly,body,,0,0,33,0,"{""vit"":8,""maxHp"":24}",,,,黄金喰らいの怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_ironChanter,怪装《鉄壁の詠唱兵》,4,epic,現行,dungeon3,dropOnly,body,,0,0,33,0,"{""vit"":8,""maxHp"":24}",,,,鉄壁の詠唱兵の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_voidWatcher,夜渡靴《虚空の監視者》,4,epic,現行,dungeon3,dropOnly,feet,,0,0,10,10,"{""agi"":8,""dex"":6}",,,,虚空の監視者の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_riftAssailant,夜渡靴《裂界の強襲者》,4,epic,現行,dungeon3,dropOnly,feet,,0,0,10,10,"{""agi"":8,""dex"":6}",,,,裂界の強襲者の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_merox,異貌《メロクス》,4,epic,現行,dungeon3,dropOnly,head,,0,0,0,33,"{""mnd"":8,""dex"":6}",,,,メロクスの怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_voidCantor,異貌《虚空の聖唱者》,4,epic,現行,dungeon3,dropOnly,head,,0,0,0,33,"{""mnd"":8,""dex"":6}",,,,虚空の聖唱者の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
parentGiftGuitar,《親に買ってもらったギター》,4,epic,現行,dungeon3,,rightHand,instrument,0,0,0,0,"{""dex"":10,""mag"":5,""critBonus"":0.04}",,,,昔、親に買ってもらったギター。少し変わった形をしているが、最初に触れた「音」は今でも重い。
monster_relic_voidGargoyle,怪異剣《虚空ガーゴイル》,4,epic,現行,dungeon3,dropOnly,rightHand,sword,58,0,0,0,"{""str"":8,""dex"":6}",,,,虚空ガーゴイルの怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_chainReaper,怪異剣《鎖葬の刈手》,4,epic,現行,dungeon3,dropOnly,rightHand,sword,58,0,0,0,"{""str"":8,""dex"":6}",,,,鎖葬の刈手の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_chaosWitch,禁奏器《カオス・ウィッチ》,4,epic,現行,dungeon3,dropOnly,rightHand,instrument,0,59,0,0,"{""dex"":8,""mag"":6}",,,,カオス・ウィッチの怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_prismSentinel,禁奏器《白晶の監視機》,4,epic,現行,dungeon3,dropOnly,rightHand,instrument,0,59,0,0,"{""dex"":8,""mag"":6}",,,,白晶の監視機の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
d3GuardianAegis,城塞核の盾,4,epic,旧装備,dungeon3,,rightHand,shield,0,0,42,38,,"{""magicDamageReductionPercent"":0.08,""physicalDamageReductionPercent"":0.06,""resonanceGainPercent"":0.25}",,guardian,城塞核石を強欲の金核で圧着した、守護士向けの大型盾。
d3MaestroInstrument,星銀の弦琴,4,epic,旧装備,dungeon3,,rightHand,instrument,0,36,0,0,,"{""criticalRateBonus"":0.03,""magicDamagePercent"":0.03}",,magicKnight,メロクスの星銀水と聖堂歯車で調律した、工房製の弦楽器。
monster_relic_voidAlchemist,秘杖《虚無錬成師》,4,epic,現行,dungeon3,dropOnly,rightHand,staff,0,59,0,0,"{""mag"":8,""dex"":6}",,,,虚無錬成師の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_phantomEmperor,秘杖《幻影皇》,4,epic,現行,dungeon3,dropOnly,rightHand,staff,0,59,0,0,"{""mag"":8,""dex"":6}",,,,幻影皇の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_voidOrchestra,魔装拳《虚無の楽団》,4,epic,現行,dungeon3,dropOnly,rightHand,martial,58,0,0,0,"{""agi"":8,""str"":6}",,,,虚無の楽団の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
monster_relic_crimsonBehemoth,魔装拳《深紅城獣》,4,epic,現行,dungeon3,dropOnly,rightHand,martial,58,0,0,0,"{""agi"":8,""str"":6}",,,,深紅城獣の怪異性が凝固した一点物。基本能力まで引き上げる、工房では再現できない遺装。
seripes_sigil,第三奏の白印,5,legendary,現行,dungeon3,boss,accessory,,0,0,0,18,"{""maxHp"":22,""vit"":6,""mnd"":6}",,seripes,guardian|warrior,第三奏卿の反奏を刻む白い紋章。守りの音を反撃へ変える。
seripes_gauntlets,受響の篭手,5,legendary,現行,dungeon3,boss,arms,,0,0,27,21,"{""vit"":7,""str"":5}",,seripes,guardian|warrior,受けた衝撃を盾と拳へ伝える白銀の篭手。
seripes_plate,反奏騎士の聖鎧,5,legendary,現行,dungeon3,boss,body,,0,0,48,40,"{""maxHp"":38,""vit"":9,""mnd"":6}",,seripes,guardian|warrior,衝撃を受け止め、次の反撃へ共鳴させる城塞の聖鎧。
seripes_greaves,城塞の白脚,5,legendary,現行,dungeon3,boss,feet,,0,0,31,25,"{""vit"":6,""mnd"":4}",,seripes,guardian|warrior,いかなる衝撃にも陣形を崩さない白き脚甲。
seripes_crown,不落騎士の白冠,5,legendary,現行,dungeon3,boss,head,,0,0,24,27,"{""vit"":6,""mnd"":5}",,seripes,guardian|warrior,砕けぬ集中を保つ、静かな白銀の冠。
seripes_aegis,聖盾グランド・リプライズ,5,legendary,現行,dungeon3,boss,rightHand,shield,0,0,54,46,"{""vit"":8,""mnd"":6,""maxHp"":18}",,seripes,guardian,第三奏卿の大反奏を宿す白盾。守護士が受けた衝撃を共鳴へ変える。
seripes_blade,白鉄の反奏剣,5,legendary,現行,dungeon3,boss,rightHand,sword,46,0,16,10,"{""str"":6,""vit"":7,""maxHp"":12}","{""physicalDamageReductionPercent"":0.04}",seripes,warrior,セリペスが白盾と共に携えた実直な騎士剣。攻めながら受けの姿勢を崩さない。
